station_name,year,month,mean_max,mean_min
CALGARY INT'L A,1881,10,10.666666666666666,-6.2
CALGARY INT'L A,1881,11,1.2566666666666666,-10.633333333333333
CALGARY INT'L A,1881,12,0.4,-14.816129032258065
CALGARY INT'L A,1882,1,-4.053333333333334,-18.59
CALGARY INT'L A,1882,2,-2.480952380952381,-19.10952380952381
CALGARY INT'L A,1882,3,-1.603448275862069,-15.341379310344827
CALGARY INT'L A,1882,4,9.8625,-2.075
CALGARY INT'L A,1882,6,20.817857142857143,7.432142857142857
CALGARY INT'L A,1884,7,19.461290322580645,7.04516129032258
CALGARY INT'L A,1884,8,21.59032258064516,6.7612903225806456
CALGARY INT'L A,1884,9,13.296666666666667,-0.05333333333333334
CALGARY INT'L A,1884,10,10.73225806451613,-4.054838709677419
CALGARY INT'L A,1884,11,7.1899999999999995,-6.256666666666667
CALGARY INT'L A,1884,12,-9.751612903225807,-21.919354838709676
CALGARY INT'L A,1885,1,-4.306451612903226,-20.767741935483873
CALGARY INT'L A,1885,2,-0.39285714285714274,-15.460714285714285
CALGARY INT'L A,1885,3,11.870967741935484,-4.332258064516129
CALGARY INT'L A,1885,4,12.033333333333333,-3.31
CALGARY INT'L A,1885,5,17.43225806451613,1.0903225806451613
CALGARY INT'L A,1885,6,21.186666666666667,5.523333333333333
CALGARY INT'L A,1885,7,21.01290322580645,6.616129032258065
CALGARY INT'L A,1885,8,21.335483870967742,6.516129032258065
CALGARY INT'L A,1885,9,18.586666666666666,1.8033333333333332
CALGARY INT'L A,1885,10,13.851612903225806,-2.92258064516129
CALGARY INT'L A,1885,11,8.475999999999999,-6.608
CALGARY INT'L A,1885,12,2.3555555555555556,-9.114814814814814
CALGARY INT'L A,1886,1,-11.851612903225806,-25.625806451612902
CALGARY INT'L A,1886,2,3.6678571428571427,-9.407142857142857
CALGARY INT'L A,1886,3,5.577419354838709,-9.803225806451612
CALGARY INT'L A,1886,4,12.053333333333333,-1.5033333333333334
CALGARY INT'L A,1886,5,17.696774193548386,1.5516129032258066
CALGARY INT'L A,1886,6,21.506666666666668,6.843333333333334
CALGARY INT'L A,1886,7,26.261290322580646,9.261290322580646
CALGARY INT'L A,1886,8,24.2,5.580645161290323
CALGARY INT'L A,1886,9,17.093333333333334,2.3366666666666664
CALGARY INT'L A,1886,10,12.167741935483871,-2.503225806451613
CALGARY INT'L A,1886,11,4.2,-9.416666666666666
CALGARY INT'L A,1886,12,-4.912903225806452,-15.187096774193549
CALGARY INT'L A,1887,1,-9.706451612903226,-21.919354838709676
CALGARY INT'L A,1887,2,-13.225,-26.84285714285714
CALGARY INT'L A,1887,3,3.3741935483870966,-10.009677419354839
CALGARY INT'L A,1887,4,10.703333333333333,-2.2133333333333334
CALGARY INT'L A,1887,5,18.18709677419355,1.5193548387096774
CALGARY INT'L A,1887,6,18.173333333333332,5.296666666666667
CALGARY INT'L A,1887,7,23.12258064516129,7.419354838709678
CALGARY INT'L A,1887,8,20.580645161290324,7.151612903225806
CALGARY INT'L A,1887,9,17.04,3.46
CALGARY INT'L A,1887,10,11.893548387096775,-2.7483870967741932
CALGARY INT'L A,1887,11,3.5966666666666667,-9.613333333333333
CALGARY INT'L A,1887,12,-7.529032258064516,-18.09032258064516
CALGARY INT'L A,1888,1,-12.812903225806451,-24.106451612903225
CALGARY INT'L A,1888,2,-0.6827586206896551,-11.679310344827586
CALGARY INT'L A,1888,3,-2.7870967741935484,-14.961290322580645
CALGARY INT'L A,1888,4,8.463333333333333,-3.8133333333333335
CALGARY INT'L A,1888,5,15.287096774193548,2.8096774193548386
CALGARY INT'L A,1888,6,18.35,6.67
CALGARY INT'L A,1888,7,23.22258064516129,8.1
CALGARY INT'L A,1888,8,22.66774193548387,8.570967741935483
CALGARY INT'L A,1888,9,22.516666666666666,4.483333333333333
CALGARY INT'L A,1888,10,12.254838709677419,-2.0064516129032257
CALGARY INT'L A,1888,11,2.4633333333333334,-10.253333333333334
CALGARY INT'L A,1888,12,0.6258064516129032,-9.496774193548386
CALGARY INT'L A,1889,1,-1.329032258064516,-12.848387096774193
CALGARY INT'L A,1889,2,-0.07500000000000001,-12.925
CALGARY INT'L A,1889,3,8.625806451612902,-5.145161290322581
CALGARY INT'L A,1889,4,16.716666666666665,-2.013333333333333
CALGARY INT'L A,1889,5,17.125806451612902,2.329032258064516
CALGARY INT'L A,1889,6,23.083333333333332,4.823333333333333
CALGARY INT'L A,1889,7,22.883870967741935,8.138709677419355
CALGARY INT'L A,1889,8,25.26774193548387,5.770967741935484
CALGARY INT'L A,1889,9,16.793333333333333,2.09
CALGARY INT'L A,1889,10,16.183870967741935,-2.335483870967742
CALGARY INT'L A,1889,11,5.416666666666667,-8.016666666666667
CALGARY INT'L A,1889,12,-3.403225806451613,-13.567741935483872
CALGARY INT'L A,1890,1,-12.932258064516128,-26.538709677419355
CALGARY INT'L A,1890,2,-8.632142857142858,-23.460714285714285
CALGARY INT'L A,1890,3,0.5161290322580646,-10.893548387096773
CALGARY INT'L A,1890,4,10.03,-4.55
CALGARY INT'L A,1890,5,17.13225806451613,2.2161290322580647
CALGARY INT'L A,1890,6,21.256666666666668,6.423333333333334
CALGARY INT'L A,1890,7,23.887096774193548,8.941935483870967
CALGARY INT'L A,1890,8,23.60967741935484,7.948387096774193
CALGARY INT'L A,1890,9,17.923333333333332,3.486666666666667
CALGARY INT'L A,1890,10,11.483870967741936,-1.7838709677419353
CALGARY INT'L A,1890,11,10.586666666666666,-2.3333333333333335
CALGARY INT'L A,1890,12,1.735483870967742,-8.941935483870967
CALGARY INT'L A,1891,1,4.170967741935484,-9.63225806451613
CALGARY INT'L A,1891,2,-10.892857142857142,-23.83214285714286
CALGARY INT'L A,1891,3,2.6354838709677417,-11.129032258064516
CALGARY INT'L A,1891,4,15.533333333333333,-1.51
CALGARY INT'L A,1891,5,18.95806451612903,1.967741935483871
CALGARY INT'L A,1891,6,20.330000000000002,5.84
CALGARY INT'L A,1891,7,25.196774193548386,8.009677419354839
CALGARY INT'L A,1891,8,23.406451612903226,7.893548387096774
CALGARY INT'L A,1891,9,19.673333333333332,2.683333333333333
CALGARY INT'L A,1891,10,14.148387096774194,-1.7193548387096775
CALGARY INT'L A,1891,11,3.7033333333333336,-11.66
CALGARY INT'L A,1891,12,1.1290322580645162,-13.096774193548388
CALGARY INT'L A,1892,1,-1.7838709677419355,-15.164516129032258
CALGARY INT'L A,1892,2,0.12068965517241384,-14.668965517241379
CALGARY INT'L A,1892,3,7.474193548387097,-7.851612903225806
CALGARY INT'L A,1892,4,9.926666666666666,-4.97
CALGARY INT'L A,1892,5,14.780645161290323,0.10645161290322583
CALGARY INT'L A,1892,6,22.153333333333332,5.346666666666667
CALGARY INT'L A,1892,7,24.938709677419354,7.445161290322581
CALGARY INT'L A,1892,8,24.34193548387097,7.22258064516129
CALGARY INT'L A,1892,9,21.376666666666665,2.106666666666667
CALGARY INT'L A,1892,10,14.064516129032258,-1.9193548387096775
CALGARY INT'L A,1892,11,-0.4433333333333333,-11.726666666666667
CALGARY INT'L A,1892,12,-4.896774193548387,-15.848387096774193
CALGARY INT'L A,1893,1,-4.125806451612903,-14.693548387096774
CALGARY INT'L A,1893,2,-9.996428571428572,-20.517857142857142
CALGARY INT'L A,1893,3,-0.9064516129032258,-12.170967741935485
CALGARY INT'L A,1893,4,7.03,-4.74
CALGARY INT'L A,1893,5,17.42258064516129,3.0580645161290323
CALGARY INT'L A,1893,7,23.451612903225808,7.8
CALGARY INT'L A,1893,8,25.648387096774194,7.187096774193549
CALGARY INT'L A,1893,9,16.976666666666667,2.57
CALGARY INT'L A,1893,10,9.061290322580644,-3.6451612903225805
CALGARY INT'L A,1893,11,-1.3566666666666665,-12.42
CALGARY INT'L A,1893,12,-1.6967741935483873,-12.564516129032258
CALGARY INT'L A,1894,1,-6.403225806451613,-19.24516129032258
CALGARY INT'L A,1894,2,-2.439285714285714,-15.503571428571428
CALGARY INT'L A,1894,3,2.9419354838709677,-9.561290322580644
CALGARY INT'L A,1894,4,13.286666666666667,-1.7933333333333334
CALGARY INT'L A,1894,5,17.47741935483871,2.6935483870967745
CALGARY INT'L A,1894,6,21.193333333333335,6.486666666666666
CALGARY INT'L A,1894,7,27.629032258064516,7.883870967741935
CALGARY INT'L A,1894,8,26.483870967741936,8.961290322580645
CALGARY INT'L A,1894,9,16.283333333333335,2.2066666666666666
CALGARY INT'L A,1894,10,11.596774193548388,-1.193548387096774
CALGARY INT'L A,1894,11,4.04,-9.44
CALGARY INT'L A,1894,12,-1.1,-11.396774193548387
CALGARY INT'L A,1895,1,-9.916129032258064,-21.34193548387097
CALGARY INT'L A,1895,2,-4.4678571428571425,-16.235714285714284
CALGARY INT'L A,1895,3,3.3322580645161293,-8.745161290322581
CALGARY INT'L A,1895,4,13.646666666666667,-0.7833333333333333
CALGARY INT'L A,1895,5,17.47741935483871,2.2193548387096773
CALGARY INT'L A,1895,6,19.703333333333333,5.21
CALGARY INT'L A,1895,7,21.348387096774193,9.161290322580646
CALGARY INT'L A,1895,8,21.941935483870967,6.203225806451613
CALGARY INT'L A,1895,9,13.226666666666667,1.21
CALGARY INT'L A,1895,10,15.287096774193548,-0.33548387096774196
CALGARY INT'L A,1895,11,2.5933333333333333,-7.636666666666667
CALGARY INT'L A,1895,12,-1.4290322580645163,-12.358064516129032
CALGARY INT'L A,1896,1,-9.780645161290323,-21.76774193548387
CALGARY INT'L A,1896,2,1.893103448275862,-10.458620689655172
CALGARY INT'L A,1896,3,-1.038709677419355,-13.14516129032258
CALGARY INT'L A,1896,4,8.61,-3.79
CALGARY INT'L A,1896,5,13.764516129032257,1.5
CALGARY INT'L A,1896,6,23.556666666666665,5.836666666666667
CALGARY INT'L A,1896,7,26.53548387096774,9.635483870967741
CALGARY INT'L A,1896,8,22.806451612903224,7.77741935483871
CALGARY INT'L A,1896,9,16.37,2.8733333333333335
CALGARY INT'L A,1896,10,12.035483870967742,-1.738709677419355
CALGARY INT'L A,1896,11,-12.893333333333333,-20.15
CALGARY INT'L A,1896,12,1.632258064516129,-8.32258064516129
CALGARY INT'L A,1897,1,-5.506451612903226,-16.141935483870967
CALGARY INT'L A,1897,2,-4.0285714285714285,-13.896428571428572
CALGARY INT'L A,1897,3,-4.961290322580645,-18.006451612903227
CALGARY INT'L A,1897,4,13.5,-0.43666666666666665
CALGARY INT'L A,1897,5,23.551612903225806,5.283870967741936
CALGARY INT'L A,1897,6,20.27,7.443333333333333
CALGARY INT'L A,1897,7,22.351612903225806,7.806451612903226
CALGARY INT'L A,1897,8,25.983870967741936,8.067741935483872
CALGARY INT'L A,1897,9,19.113333333333333,3.49
CALGARY INT'L A,1897,10,12.567741935483872,-1.2774193548387096
CALGARY INT'L A,1897,11,-6.446666666666666,-15.49
CALGARY INT'L A,1897,12,-2.3516129032258064,-13.041935483870967
CALGARY INT'L A,1898,1,-0.49354838709677423,-11.835483870967742
CALGARY INT'L A,1898,2,-3.9321428571428574,-15.657142857142857
CALGARY INT'L A,1898,3,-2.225806451612903,-14.274193548387096
CALGARY INT'L A,1898,4,9.893333333333333,-3.1166666666666667
CALGARY INT'L A,1898,5,17.780645161290323,1.1838709677419355
CALGARY INT'L A,1898,6,21.166666666666668,5.876666666666667
CALGARY INT'L A,1898,7,25.429032258064517,8.512903225806452
CALGARY INT'L A,1898,8,25.248387096774195,9.23225806451613
CALGARY INT'L A,1898,9,19.080000000000002,2.893333333333333
CALGARY INT'L A,1898,10,8.635483870967741,-4.290322580645161
CALGARY INT'L A,1898,11,-0.4033333333333332,-11.053333333333333
CALGARY INT'L A,1898,12,-0.567741935483871,-11.225806451612904
CALGARY INT'L A,1899,1,-4.709677419354839,-16.164516129032258
CALGARY INT'L A,1899,2,-11.442857142857143,-21.457142857142856
CALGARY INT'L A,1899,3,-6.574193548387097,-19.293548387096774
CALGARY INT'L A,1899,4,8.183333333333334,-6.243333333333333
CALGARY INT'L A,1899,5,14.270967741935484,-0.44193548387096776
CALGARY INT'L A,1899,6,19.16,4.366666666666666
CALGARY INT'L A,1899,7,23.393548387096775,8.04516129032258
CALGARY INT'L A,1899,8,17.906451612903226,6.2064516129032254
CALGARY INT'L A,1899,9,19.276666666666667,4.656666666666667
CALGARY INT'L A,1899,10,8.403225806451612,-3.2516129032258063
CALGARY INT'L A,1899,11,8.323333333333334,-2.7033333333333336
CALGARY INT'L A,1899,12,-2.5258064516129033,-11.787096774193548
CALGARY INT'L A,1900,1,-0.09354838709677411,-10.990322580645161
CALGARY INT'L A,1900,2,-4.803571428571429,-18.19642857142857
CALGARY INT'L A,1900,3,4.235483870967742,-8.522580645161291
CALGARY INT'L A,1900,4,14.23,-0.83
CALGARY INT'L A,1900,5,18.929032258064517,3.009677419354839
CALGARY INT'L A,1900,6,21.846666666666668,6.553333333333334
CALGARY INT'L A,1900,7,22.13225806451613,6.932258064516129
CALGARY INT'L A,1900,8,20.68709677419355,4.993548387096774
CALGARY INT'L A,1900,9,15.196666666666667,2.2666666666666666
CALGARY INT'L A,1900,10,9.64516129032258,-2.825806451612903
CALGARY INT'L A,1900,11,0.11333333333333345,-12.756666666666666
CALGARY INT'L A,1900,12,3,-7.670967741935484
CALGARY INT'L A,1901,1,-3.509677419354839,-13.674193548387096
CALGARY INT'L A,1901,2,-3.7642857142857142,-14.525
CALGARY INT'L A,1901,3,4.554838709677419,-6.329032258064516
CALGARY INT'L A,1901,4,10.82,-3.3866666666666667
CALGARY INT'L A,1901,5,19.31290322580645,3.47741935483871
CALGARY INT'L A,1901,6,16.293333333333333,4.1
CALGARY INT'L A,1901,7,22.36774193548387,7.52258064516129
CALGARY INT'L A,1901,8,23.31935483870968,7.029032258064516
CALGARY INT'L A,1901,9,13.22,1.48
CALGARY INT'L A,1901,10,17.080645161290324,0.5451612903225805
CALGARY INT'L A,1901,11,4.47,-8.513333333333334
CALGARY INT'L A,1901,12,1.8258064516129033,-8.248387096774193
CALGARY INT'L A,1902,1,-0.435483870967742,-12.687096774193549
CALGARY INT'L A,1902,2,-4.821428571428571,-13.867857142857144
CALGARY INT'L A,1902,3,3.029032258064516,-9.858064516129032
CALGARY INT'L A,1902,4,12.113333333333333,-3.533333333333333
CALGARY INT'L A,1902,5,15.674193548387096,3.1580645161290324
CALGARY INT'L A,1902,6,14.816666666666666,4.626666666666667
CALGARY INT'L A,1902,7,20.961290322580645,8.04516129032258
CALGARY INT'L A,1902,8,21.925806451612903,6.993548387096774
CALGARY INT'L A,1902,9,16.68,1.8166666666666667
CALGARY INT'L A,1902,10,14.135483870967741,0.22580645161290328
CALGARY INT'L A,1902,11,-0.85,-10.846666666666668
CALGARY INT'L A,1902,12,-6.158064516129032,-15.683870967741935
CALGARY INT'L A,1903,1,-0.4064516129032259,-11.19032258064516
CALGARY INT'L A,1903,2,0.16428571428571428,-11.771428571428572
CALGARY INT'L A,1903,3,-3.370967741935484,-15.990322580645161
CALGARY INT'L A,1903,4,9.54,-3.3866666666666667
CALGARY INT'L A,1903,5,15.522580645161291,0.10967741935483878
CALGARY INT'L A,1903,6,22.169999999999998,6.63
CALGARY INT'L A,1903,7,20.783870967741937,6.935483870967742
CALGARY INT'L A,1903,8,18.641935483870967,7.406451612903226
CALGARY INT'L A,1903,9,14.75,1.94
CALGARY INT'L A,1903,10,15.067741935483872,-1.0612903225806452
CALGARY INT'L A,1903,11,-0.6866666666666669,-11.45
CALGARY INT'L A,1903,12,2.5354838709677416,-8.961290322580645
CALGARY INT'L A,1904,1,-2.5,-13.5
CALGARY INT'L A,1904,2,-13.306896551724138,-23.489655172413794
CALGARY INT'L A,1904,3,-4.958064516129032,-15.880645161290323
CALGARY INT'L A,1904,4,14.11,-1.9833333333333334
CALGARY INT'L A,1904,5,16.219354838709677,1.5774193548387097
CALGARY INT'L A,1904,6,20.573333333333334,4.16
CALGARY INT'L A,1904,7,24.96451612903226,7.203225806451613
CALGARY INT'L A,1904,8,21.06451612903226,6.209677419354839
CALGARY INT'L A,1904,9,18.243333333333332,2.8333333333333335
CALGARY INT'L A,1904,10,13.583870967741936,-0.5580645161290323
CALGARY INT'L A,1904,11,8.586666666666666,-4.76
CALGARY INT'L A,1904,12,-1.6774193548387097,-11.419354838709678
CALGARY INT'L A,1905,1,-7.312903225806451,-17.206451612903226
CALGARY INT'L A,1905,2,-2.6892857142857145,-16.832142857142856
CALGARY INT'L A,1905,3,8.416129032258064,-3.9741935483870967
CALGARY INT'L A,1905,4,12.036666666666667,-3.74
CALGARY INT'L A,1905,5,16.296774193548387,0.8129032258064516
CALGARY INT'L A,1905,6,18.536666666666665,4.73
CALGARY INT'L A,1905,7,23.996774193548386,8.4
CALGARY INT'L A,1905,8,24.374193548387098,6.616129032258065
CALGARY INT'L A,1905,9,19.143333333333334,2.5433333333333334
CALGARY INT'L A,1905,10,10.245161290322581,-4.2290322580645165
CALGARY INT'L A,1905,11,6.983333333333333,-5.153333333333333
CALGARY INT'L A,1905,12,1.1774193548387097,-9.390322580645162
CALGARY INT'L A,1906,1,-3.2483870967741937,-14.570967741935483
CALGARY INT'L A,1906,2,2.507142857142857,-11.096428571428572
CALGARY INT'L A,1906,3,3.967741935483871,-11.316129032258065
CALGARY INT'L A,1906,4,16.183333333333334,-1.1466666666666667
CALGARY INT'L A,1906,5,14.3,1.767741935483871
CALGARY INT'L A,1906,6,20.476666666666667,6.136666666666667
CALGARY INT'L A,1906,7,26.248387096774195,9.658064516129032
CALGARY INT'L A,1906,8,23.203225806451613,7.067741935483871
CALGARY INT'L A,1906,9,18.423333333333332,3.11
CALGARY INT'L A,1906,10,13.470967741935484,0.33870967741935487
CALGARY INT'L A,1906,11,2.15,-7.8533333333333335
CALGARY INT'L A,1906,12,-6.312903225806451,-16.412903225806453
CALGARY INT'L A,1907,1,-16.170967741935485,-26.429032258064517
CALGARY INT'L A,1907,2,0.06785714285714275,-12.378571428571428
CALGARY INT'L A,1907,3,0.567741935483871,-11.63225806451613
CALGARY INT'L A,1907,4,7.39,-4.56
CALGARY INT'L A,1907,5,13.470967741935484,0.022580645161290273
CALGARY INT'L A,1907,6,19.490000000000002,6.043333333333333
CALGARY INT'L A,1907,7,23.635483870967743,7.741935483870968
CALGARY INT'L A,1907,8,19.361290322580647,6.1645161290322585
CALGARY INT'L A,1907,9,15.646666666666667,3.1033333333333335
CALGARY INT'L A,1907,10,16.893548387096775,0.9516129032258065
CALGARY INT'L A,1907,11,7.65,-4.8133333333333335
CALGARY INT'L A,1907,12,1.3612903225806452,-10.629032258064516
CALGARY INT'L A,1908,1,2.9645161290322584,-10.403225806451612
CALGARY INT'L A,1908,2,0.044827586206896454,-11.555172413793104
CALGARY INT'L A,1908,3,0.5516129032258064,-11.938709677419356
CALGARY INT'L A,1908,4,13.39,-1.9600000000000002
CALGARY INT'L A,1908,5,16.038709677419355,3.567741935483871
CALGARY INT'L A,1908,6,18.943333333333335,6.83
CALGARY INT'L A,1908,7,25.274193548387096,9.654838709677419
CALGARY INT'L A,1908,8,21.509677419354837,7.048387096774193
CALGARY INT'L A,1908,9,19.23,4.36
CALGARY INT'L A,1908,10,10.348387096774193,-1.1129032258064515
CALGARY INT'L A,1908,11,7.226666666666667,-5.89
CALGARY INT'L A,1908,12,0.47741935483870973,-12.36774193548387
CALGARY INT'L A,1909,1,-9.87741935483871,-21.596774193548388
CALGARY INT'L A,1909,2,-4.9678571428571425,-16.91785714285714
CALGARY INT'L A,1909,3,5.403225806451613,-6.703225806451613
CALGARY INT'L A,1909,4,6.403333333333333,-5.906666666666667
CALGARY INT'L A,1909,5,14.345161290322581,1.8612903225806452
CALGARY INT'L A,1909,6,20.85333333333333,6.77
CALGARY INT'L A,1909,7,22.9,9.661290322580646
CALGARY INT'L A,1909,8,23.56774193548387,6.496774193548387
CALGARY INT'L A,1909,9,21.12,4.703333333333333
CALGARY INT'L A,1909,10,10.916129032258064,-0.8838709677419355
CALGARY INT'L A,1909,11,-2.43,-11.313333333333333
CALGARY INT'L A,1909,12,-5.367741935483871,-13.745161290322581
CALGARY INT'L A,1910,1,-0.632258064516129,-11.477419354838709
CALGARY INT'L A,1910,2,-7.089285714285714,-17.70357142857143
CALGARY INT'L A,1910,3,11.193548387096774,-2.5387096774193547
CALGARY INT'L A,1910,4,16.703333333333333,-0.3199999999999999
CALGARY INT'L A,1910,5,18.029032258064515,2.5064516129032257
CALGARY INT'L A,1910,6,22.15,6.216666666666667
CALGARY INT'L A,1910,7,25.31935483870968,8.219354838709677
CALGARY INT'L A,1910,8,19.83225806451613,5.7935483870967746
CALGARY INT'L A,1910,9,16.313333333333333,3.39
CALGARY INT'L A,1910,10,12.3,0.5225806451612903
CALGARY INT'L A,1910,11,1.37,-7.323333333333333
CALGARY INT'L A,1910,12,-0.8064516129032258,-9.293548387096774
CALGARY INT'L A,1911,1,-13.212903225806452,-23.580645161290324
CALGARY INT'L A,1911,2,-3.7964285714285713,-15.496428571428572
CALGARY INT'L A,1911,3,6.967741935483871,-4.1
CALGARY INT'L A,1911,4,9.256666666666666,-4.463333333333333
CALGARY INT'L A,1911,5,14.725806451612904,2.270967741935484
CALGARY INT'L A,1911,6,20.726666666666667,7.723333333333334
CALGARY INT'L A,1911,7,20.387096774193548,7.106451612903226
CALGARY INT'L A,1911,8,18.66774193548387,6.167741935483871
CALGARY INT'L A,1911,9,14.72,2.3666666666666667
CALGARY INT'L A,1911,10,10.841935483870968,-1.6129032258064517
CALGARY INT'L A,1911,11,-2.1966666666666668,-12.8
CALGARY INT'L A,1911,12,-1.1193548387096774,-11.206451612903226
CALGARY INT'L A,1912,1,-5.622580645161291,-15.770967741935484
CALGARY INT'L A,1912,2,1.9896551724137932,-8.420689655172414
CALGARY INT'L A,1912,3,1.5032258064516129,-12.687096774193549
CALGARY INT'L A,1912,4,11.956666666666667,-1.6766666666666667
CALGARY INT'L A,1912,5,16.88064516129032,3.338709677419355
CALGARY INT'L A,1912,6,23.136666666666667,7.706666666666667
CALGARY INT'L A,1912,7,19.461290322580645,7.65483870967742
CALGARY INT'L A,1912,8,20.13225806451613,8.212903225806452
CALGARY INT'L A,1912,9,14.223333333333333,2.243333333333333
CALGARY INT'L A,1912,10,10.658064516129032,-1.7548387096774194
CALGARY INT'L A,1912,11,5.95,-5.753333333333333
CALGARY INT'L A,1912,12,3.370967741935484,-7.335483870967742
CALGARY INT'L A,1913,1,-7.132258064516129,-19.05483870967742
CALGARY INT'L A,1913,2,-2.282142857142857,-13.335714285714285
CALGARY INT'L A,1913,3,0.9064516129032258,-11.087096774193549
CALGARY INT'L A,1913,4,15.273333333333333,0.17666666666666672
CALGARY INT'L A,1913,5,16.48709677419355,2.3
CALGARY INT'L A,1913,6,21.976666666666667,7.836666666666667
CALGARY INT'L A,1913,7,24.370967741935484,7.835483870967742
CALGARY INT'L A,1913,8,24.65483870967742,8.012903225806452
CALGARY INT'L A,1913,9,21.506666666666668,4.096666666666667
CALGARY INT'L A,1913,10,11.864516129032259,-3.203225806451613
CALGARY INT'L A,1913,11,6.443333333333333,-6.653333333333333
CALGARY INT'L A,1913,12,4.187096774193549,-7.2387096774193544
CALGARY INT'L A,1914,1,-3.303225806451613,-14.103225806451613
CALGARY INT'L A,1914,2,-1.8857142857142857,-15.375
CALGARY INT'L A,1914,3,6.196774193548387,-7.264516129032258
CALGARY INT'L A,1914,4,13.166666666666666,-1.2266666666666666
CALGARY INT'L A,1914,5,18.55483870967742,2.429032258064516
CALGARY INT'L A,1914,6,21.893333333333334,6.71
CALGARY INT'L A,1914,7,27.94516129032258,10.383870967741936
CALGARY INT'L A,1914,8,24.76451612903226,8.335483870967742
CALGARY INT'L A,1914,9,19.983333333333334,3.763333333333333
CALGARY INT'L A,1914,10,13.258064516129032,0.7548387096774193
CALGARY INT'L A,1914,11,5.3966666666666665,-5.416666666666667
CALGARY INT'L A,1914,12,-5.7935483870967746,-15.26774193548387
CALGARY INT'L A,1915,1,-0.7225806451612903,-12.851612903225806
CALGARY INT'L A,1915,2,1.5892857142857142,-10
CALGARY INT'L A,1915,3,6.632258064516129,-5.370967741935484
CALGARY INT'L A,1915,4,18.21666666666667,0.74
CALGARY INT'L A,1915,5,16.361290322580643,3.3
CALGARY INT'L A,1915,6,18.696666666666665,5.8933333333333335
CALGARY INT'L A,1915,7,21.474193548387095,8.42258064516129
CALGARY INT'L A,1915,8,26.98709677419355,10.235483870967741
CALGARY INT'L A,1915,9,16.54,1.9966666666666668
CALGARY INT'L A,1915,10,14.845161290322581,-0.4161290322580645
CALGARY INT'L A,1915,11,4.273333333333333,-7.426666666666667
CALGARY INT'L A,1915,12,1.025806451612903,-10.003225806451614
CALGARY INT'L A,1916,1,-16.809677419354838,-27.31290322580645
CALGARY INT'L A,1916,2,-0.6310344827586207,-12.827586206896552
CALGARY INT'L A,1916,3,6.174193548387096,-8.238709677419354
CALGARY INT'L A,1916,4,13.91,-1.5966666666666667
CALGARY INT'L A,1916,5,14.606451612903227,1.3096774193548386
CALGARY INT'L A,1916,6,20.29,6.553333333333334
CALGARY INT'L A,1916,7,24.293548387096774,9.658064516129032
CALGARY INT'L A,1916,8,23.148387096774194,8.480645161290322
CALGARY INT'L A,1916,9,18.796666666666667,3.783333333333333
CALGARY INT'L A,1916,10,11.829032258064515,-1.270967741935484
CALGARY INT'L A,1916,11,5.416666666666667,-6.446666666666667
CALGARY INT'L A,1916,12,-4.638709677419355,-16.238709677419354
CALGARY INT'L A,1917,1,-4.103225806451613,-16.596774193548388
CALGARY INT'L A,1917,2,-4.785714285714286,-17.46785714285714
CALGARY INT'L A,1917,3,2.9870967741935486,-10.17741935483871
CALGARY INT'L A,1917,4,8.903333333333332,-4.536666666666667
CALGARY INT'L A,1917,5,17.47741935483871,1.4516129032258065
CALGARY INT'L A,1917,6,21.216666666666665,5.49
CALGARY INT'L A,1917,7,27.893548387096775,8.274193548387096
CALGARY INT'L A,1917,8,25.183870967741935,6.374193548387097
CALGARY INT'L A,1917,9,18.296666666666667,4.57
CALGARY INT'L A,1917,10,10.193548387096774,-2.170967741935484
CALGARY INT'L A,1917,11,13.126666666666667,-0.9466666666666667
CALGARY INT'L A,1917,12,-9.709677419354838,-20.135483870967743
CALGARY INT'L A,1918,1,-4.138709677419355,-16.903225806451612
CALGARY INT'L A,1918,2,0.014285714285714155,-16.696428571428573
CALGARY INT'L A,1918,3,6.067741935483871,-11.812903225806451
CALGARY INT'L A,1918,4,15.336666666666666,0.12000000000000002
CALGARY INT'L A,1918,5,16.006451612903227,1.8193548387096774
CALGARY INT'L A,1918,6,25.023333333333333,6.046666666666667
CALGARY INT'L A,1918,7,26.716129032258063,8.503225806451614
CALGARY INT'L A,1918,8,25.341935483870966,7.335483870967742
CALGARY INT'L A,1918,9,22.236666666666668,5.273333333333333
CALGARY INT'L A,1918,10,17.52258064516129,-0.09677419354838715
CALGARY INT'L A,1918,11,8.756666666666666,-5.523333333333333
CALGARY INT'L A,1918,12,1.6290322580645162,-10.451612903225806
CALGARY INT'L A,1919,1,5.525806451612903,-6.725806451612903
CALGARY INT'L A,1919,2,-3.6928571428571426,-15.242857142857144
CALGARY INT'L A,1919,3,-1.4774193548387096,-14.003225806451614
CALGARY INT'L A,1919,4,15.176666666666666,-0.6633333333333333
CALGARY INT'L A,1919,5,19.151612903225807,3.2774193548387096
CALGARY INT'L A,1919,6,25.243333333333332,5.5
CALGARY INT'L A,1919,7,27.454838709677418,8.496774193548386
CALGARY INT'L A,1919,8,25.56774193548387,9.535483870967742
CALGARY INT'L A,1919,9,19.2,3.5100000000000002
CALGARY INT'L A,1919,10,8.064516129032258,-7.074193548387097
CALGARY INT'L A,1919,11,0.33666666666666667,-13.76
CALGARY INT'L A,1919,12,-0.6354838709677421,-14.061290322580644
CALGARY INT'L A,1920,1,-3.787096774193548,-16.86774193548387
